repeat,fold,best_train_rmse,best_train_r2,best_train_mae,best_val_rmse,best_val_r2,best_val_mae
1,1,0.3026128094150755,0.9760943651199341,0.22245879471302032,0.6015906141573022,0.9146151542663574,0.42352530360221863
1,2,0.31754668480153625,0.9747302532196045,0.24100889265537262,0.5681302634604931,0.9189120531082153,0.40867406129837036
1,3,0.49473551046695785,0.9411889910697937,0.37095895409584045,0.6914281464466199,0.8733830451965332,0.507548451423645
1,4,0.2553350740489396,0.9840332865715027,0.18823112547397614,0.546132537381159,0.9199178814888,0.4036310613155365
1,5,0.2741560350741408,0.9813666939735413,0.19961293041706085,0.6077013507407429,0.894791305065155,0.44133293628692627
2,1,0.2293704338944519,0.9870030879974365,0.1631886214017868,0.5662268782099147,0.918472409248352,0.4146619737148285
2,2,0.3350837415676734,0.9697243571281433,0.2523258328437805,0.5793565314270013,0.9176185131072998,0.40319764614105225
2,3,0.28124480772523786,0.9806601405143738,0.20969179272651672,0.5602866708617827,0.9077871441841125,0.4097956418991089
2,4,0.3396369480253945,0.9730386137962341,0.21445594727993011,0.5532802407040853,0.9109853506088257,0.3980554938316345
2,5,0.29724286527388705,0.9760174751281738,0.22707433998584747,0.5798075651876001,0.9243432879447937,0.41673246026039124
3,1,0.28251734606480927,0.9796072244644165,0.202666774392128,0.5872883293631697,0.9215419292449951,0.41636601090431213
3,2,0.40385383251072393,0.9609901905059814,0.30853432416915894,0.6281925203082719,0.9041750431060791,0.4500013291835785
3,3,0.4129750168231402,0.9534128904342651,0.3057830333709717,0.7569805573142311,0.8358963131904602,0.4896649718284607
3,4,0.3212223041596464,0.9738839864730835,0.25039032101631165,0.5498678601359225,0.9242844581604004,0.4159107804298401
3,5,0.2787625998057091,0.9811995625495911,0.19765570759773254,0.5650283100411828,0.9065385460853577,0.3957175016403198
4,1,0.37434920822356355,0.9606814384460449,0.28065240383148193,0.5630132664663978,0.9023875594139099,0.41381940245628357
4,2,0.553327478105903,0.9118129014968872,0.4129852056503296,0.8026450819857777,0.8325002193450928,0.5565733909606934
4,3,0.29057591136522626,0.979946494102478,0.2178688794374466,0.5418459308311312,0.9162507057189941,0.39046019315719604
4,4,0.385525741693639,0.9636879563331604,0.3000496029853821,0.5829289061856723,0.8985775113105774,0.45009729266166687
4,5,0.26012181119966965,0.9823237657546997,0.1991855353116989,0.6051242956052202,0.9188879728317261,0.4355655908584595
5,1,0.26723771822411185,0.9827091693878174,0.2013883888721466,0.500627779244508,0.9323282241821289,0.36977386474609375
5,2,0.23639235924039168,0.9869909286499023,0.17259909212589264,0.5713496249449308,0.9177677035331726,0.3970644772052765
5,3,0.3226246885329956,0.9758038520812988,0.24307678639888763,0.6129937439547944,0.8884434103965759,0.43310514092445374
5,4,0.37520438823218033,0.9638440608978271,0.2714203894138336,0.6257990021396239,0.9118879437446594,0.4582475423812866
5,5,0.2832627332372384,0.9802513122558594,0.21160480380058289,0.5820769733672231,0.9222145676612854,0.43810367584228516
